index,City,Date,Card Type,Exp Type,Gender,Amount
1230,"Delhi, India",08-Jan-15,Platinum,Food,M,130761
1231,"Greater Mumbai, India",16-Oct-13,Platinum,Fuel,M,36807
1232,"Bengaluru, India",20-Jun-14,Platinum,Bills,F,177903
1233,"Delhi, India",25-Sep-14,Silver,Fuel,M,223932
1234,"Delhi, India",07-Dec-14,Gold,Grocery,M,123862
1235,"Delhi, India",07-Feb-14,Platinum,Bills,M,280491
1236,"Delhi, India",04-Jan-14,Silver,Fuel,F,255777
1237,"Ahmedabad, India",02-Sep-14,Platinum,Grocery,M,96297
1238,"Greater Mumbai, India",27-Aug-14,Silver,Fuel,M,38697
1239,"Delhi, India",24-May-14,Silver,Bills,F,272424
1240,"Bengaluru, India",03-Jun-14,Platinum,Bills,M,40611
1241,"Bengaluru, India",26-Feb-15,Gold,Entertainment,F,256924
1242,"Delhi, India",15-Dec-13,Gold,Fuel,M,73518
1243,"Delhi, India",13-Dec-14,Signature,Bills,M,245045
1244,"Delhi, India",19-Mar-14,Signature,Food,F,65381
1245,"Ahmedabad, India",02-Nov-13,Signature,Grocery,F,247502
1246,"Bengaluru, India",30-Mar-15,Silver,Fuel,F,178209
1247,"Bengaluru, India",03-Nov-14,Gold,Grocery,M,298449
1248,"Delhi, India",09-Jun-14,Platinum,Food,M,242837
1249,"Ahmedabad, India",16-Jan-15,Signature,Entertainment,F,278868
1250,"Delhi, India",03-Aug-14,Gold,Bills,M,191799
1251,"Ahmedabad, India",02-May-14,Platinum,Bills,F,144913
1252,"Bengaluru, India",07-Dec-13,Platinum,Entertainment,M,177448
1253,"Delhi, India",13-Feb-15,Platinum,Entertainment,F,89855
1254,"Bengaluru, India",31-Jan-15,Gold,Food,F,55295
1255,"Greater Mumbai, India",18-Nov-14,Gold,Entertainment,F,190805
1256,"Ahmedabad, India",24-Oct-14,Silver,Grocery,F,47324
1257,"Greater Mumbai, India",28-Jun-14,Platinum,Food,M,257336
1258,"Ahmedabad, India",30-Oct-14,Signature,Grocery,F,202073
1259,"Ahmedabad, India",06-Oct-14,Signature,Entertainment,F,145357
1260,"Delhi, India",02-May-14,Platinum,Grocery,M,169172
1261,"Delhi, India",24-Nov-14,Gold,Bills,F,30953
1262,"Delhi, India",22-Apr-15,Platinum,Entertainment,M,250258
1263,"Ahmedabad, India",08-Sep-14,Platinum,Bills,F,149847
1264,"Greater Mumbai, India",08-Mar-14,Platinum,Bills,F,130409
1265,"Ahmedabad, India",07-Nov-14,Platinum,Bills,F,70170
1266,"Ahmedabad, India",29-Aug-14,Signature,Fuel,F,57415
1267,"Greater Mumbai, India",04-May-15,Silver,Grocery,M,50293
1268,"Ahmedabad, India",21-Aug-14,Platinum,Fuel,F,220119
1269,"Greater Mumbai, India",22-Jun-14,Silver,Grocery,M,288617
1270,"Delhi, India",27-May-14,Platinum,Fuel,M,240869
1271,"Ahmedabad, India",23-May-14,Signature,Food,M,287744
1272,"Ahmedabad, India",31-Aug-14,Signature,Bills,F,130845
1273,"Ahmedabad, India",24-Jan-15,Signature,Grocery,M,178220
1274,"Ahmedabad, India",08-Dec-14,Platinum,Grocery,F,127041
1275,"Delhi, India",19-Sep-14,Signature,Food,M,66725
1276,"Bengaluru, India",20-Feb-15,Gold,Fuel,M,228471
1277,"Ahmedabad, India",26-Apr-14,Platinum,Bills,M,134958
1278,"Delhi, India",13-Aug-14,Gold,Entertainment,M,240656
1279,"Greater Mumbai, India",03-Sep-14,Gold,Food,M,27506
1280,"Greater Mumbai, India",10-Jul-14,Signature,Grocery,F,71711
1281,"Delhi, India",26-Mar-15,Gold,Food,F,243426
1282,"Bengaluru, India",14-Mar-14,Signature,Grocery,M,24097
1283,"Delhi, India",28-Jan-15,Platinum,Entertainment,F,266618
1284,"Delhi, India",10-Nov-14,Signature,Food,M,261855
1285,"Delhi, India",09-Jan-15,Silver,Entertainment,M,216995
1286,"Ahmedabad, India",07-Jan-14,Platinum,Entertainment,F,137538
1287,"Ahmedabad, India",04-Oct-13,Silver,Entertainment,F,17168
1288,"Delhi, India",13-Dec-14,Gold,Bills,F,105312
1289,"Bengaluru, India",28-Sep-14,Silver,Grocery,F,259884
1290,"Greater Mumbai, India",22-Jan-15,Signature,Grocery,F,144410
1291,"Ahmedabad, India",10-Nov-13,Platinum,Fuel,M,45027
1292,"Delhi, India",05-Aug-14,Gold,Food,M,172168
1293,"Delhi, India",26-Feb-14,Signature,Food,F,270921
1294,"Bengaluru, India",07-Apr-14,Signature,Bills,F,57907
1295,"Delhi, India",20-Oct-13,Gold,Fuel,M,218541
1296,"Bengaluru, India",15-Nov-14,Platinum,Fuel,M,189598
1297,"Greater Mumbai, India",26-May-14,Gold,Entertainment,M,64509
1298,"Delhi, India",16-May-15,Signature,Bills,M,96674
1299,"Ahmedabad, India",30-Oct-14,Platinum,Grocery,M,2998
1300,"Greater Mumbai, India",01-Oct-14,Gold,Grocery,F,3135
1301,"Ahmedabad, India",27-Apr-15,Gold,Food,M,203247
1302,"Greater Mumbai, India",13-Mar-15,Gold,Entertainment,M,149575
1303,"Ahmedabad, India",02-Aug-14,Platinum,Bills,F,223853
1304,"Delhi, India",04-Mar-15,Platinum,Entertainment,F,95386
1305,"Ahmedabad, India",14-Oct-13,Signature,Fuel,M,237189
1306,"Greater Mumbai, India",11-Feb-14,Gold,Entertainment,F,259064
1307,"Greater Mumbai, India",02-May-14,Silver,Entertainment,F,35528
1308,"Greater Mumbai, India",24-May-15,Signature,Entertainment,F,162669
1309,"Delhi, India",23-Aug-14,Silver,Entertainment,M,9645
1310,"Bengaluru, India",07-Nov-13,Silver,Grocery,M,233078
1311,"Bengaluru, India",07-Nov-14,Silver,Grocery,F,189477
1312,"Bengaluru, India",23-Mar-15,Silver,Grocery,M,8292
1313,"Greater Mumbai, India",21-Jan-14,Platinum,Food,F,265978
1314,"Bengaluru, India",29-Jun-14,Signature,Bills,M,221562
1315,"Bengaluru, India",26-Jan-14,Silver,Bills,F,287543
1316,"Greater Mumbai, India",02-Oct-14,Signature,Food,M,126063
1317,"Bengaluru, India",29-Nov-13,Silver,Entertainment,M,76361
1318,"Ahmedabad, India",09-Mar-14,Platinum,Entertainment,F,138749
1319,"Delhi, India",10-Dec-13,Platinum,Bills,M,142276
1320,"Greater Mumbai, India",17-Apr-14,Platinum,Entertainment,M,29971
1321,"Bengaluru, India",22-May-14,Silver,Bills,F,45639
1322,"Ahmedabad, India",07-Feb-15,Gold,Fuel,F,284056
1323,"Bengaluru, India",03-Sep-14,Signature,Food,M,174570
1324,"Greater Mumbai, India",14-Oct-14,Gold,Food,F,200073
1325,"Ahmedabad, India",18-Dec-14,Platinum,Fuel,M,67531
1326,"Delhi, India",20-Jun-14,Silver,Fuel,M,2215
1327,"Delhi, India",22-Feb-15,Signature,Entertainment,F,251907
1328,"Delhi, India",01-Apr-14,Signature,Fuel,F,32975
1329,"Bengaluru, India",07-Jan-15,Gold,Bills,F,291275
1330,"Bengaluru, India",29-Apr-15,Signature,Food,M,40861
1331,"Ahmedabad, India",15-Jan-14,Signature,Bills,M,239456
1332,"Delhi, India",06-Feb-14,Platinum,Grocery,M,127893
1333,"Delhi, India",02-Jan-15,Signature,Food,F,154073
1334,"Greater Mumbai, India",30-Oct-13,Silver,Entertainment,M,38504
1335,"Greater Mumbai, India",20-Nov-13,Gold,Entertainment,F,64282
1336,"Greater Mumbai, India",11-Mar-14,Platinum,Fuel,F,164200
1337,"Ahmedabad, India",17-Dec-13,Gold,Bills,M,3386
1338,"Delhi, India",07-Feb-15,Gold,Entertainment,F,255680
1339,"Greater Mumbai, India",23-Nov-14,Gold,Food,M,200007
1340,"Bengaluru, India",10-Mar-15,Gold,Fuel,M,173553
1341,"Greater Mumbai, India",13-Feb-14,Signature,Bills,F,264936
1342,"Delhi, India",27-Mar-15,Platinum,Bills,F,33272
1343,"Bengaluru, India",27-Dec-14,Signature,Fuel,M,78442
1344,"Delhi, India",13-Jul-14,Silver,Grocery,F,129130
1345,"Ahmedabad, India",15-May-14,Signature,Grocery,F,296168
1346,"Greater Mumbai, India",23-Nov-13,Platinum,Food,M,58915
1347,"Delhi, India",01-Nov-13,Silver,Entertainment,F,254156
1348,"Ahmedabad, India",09-Oct-13,Signature,Food,F,20408
1349,"Bengaluru, India",25-May-15,Platinum,Fuel,M,167042
1350,"Ahmedabad, India",15-Sep-14,Gold,Bills,M,173818
1351,"Delhi, India",19-May-14,Platinum,Entertainment,F,242394
1352,"Delhi, India",22-Dec-13,Signature,Grocery,F,32441
1353,"Bengaluru, India",18-Nov-13,Gold,Bills,F,242288
1354,"Ahmedabad, India",27-Jun-14,Gold,Bills,M,47509
1355,"Ahmedabad, India",04-Dec-13,Silver,Grocery,F,83531
1356,"Delhi, India",16-Jan-15,Platinum,Bills,M,200728
1357,"Bengaluru, India",08-Sep-14,Signature,Entertainment,M,78691
1358,"Bengaluru, India",02-Feb-15,Signature,Entertainment,F,88156
1359,"Delhi, India",24-Dec-13,Signature,Grocery,F,142698
1360,"Bengaluru, India",12-Feb-15,Gold,Food,M,297842
1361,"Bengaluru, India",07-Mar-15,Platinum,Entertainment,M,233099
1362,"Greater Mumbai, India",03-Feb-15,Signature,Grocery,M,11516
1363,"Ahmedabad, India",21-Sep-14,Gold,Grocery,F,38521
1364,"Greater Mumbai, India",06-Dec-14,Platinum,Fuel,F,205539
1365,"Delhi, India",04-Oct-14,Gold,Grocery,F,11379
1366,"Greater Mumbai, India",25-Dec-13,Signature,Fuel,F,262459
1367,"Delhi, India",23-Jan-15,Platinum,Entertainment,F,163604
1368,"Delhi, India",31-Jul-14,Silver,Fuel,F,236202
1369,"Delhi, India",04-Jul-14,Signature,Bills,F,229937
1370,"Delhi, India",10-Dec-14,Signature,Bills,F,263528
1371,"Bengaluru, India",04-Nov-14,Signature,Grocery,M,177198
1372,"Ahmedabad, India",08-Jan-15,Gold,Bills,M,245460
1373,"Greater Mumbai, India",12-Jan-15,Signature,Entertainment,M,203309
1374,"Bengaluru, India",11-Oct-13,Signature,Bills,F,182330
1375,"Ahmedabad, India",16-Dec-14,Gold,Food,F,274624
1376,"Delhi, India",26-Apr-15,Gold,Food,F,223541
1377,"Ahmedabad, India",04-Mar-15,Platinum,Food,M,175059
1378,"Greater Mumbai, India",15-Apr-15,Signature,Grocery,M,68618
1379,"Ahmedabad, India",18-Jul-14,Signature,Food,M,101495
1380,"Delhi, India",11-Nov-13,Gold,Fuel,M,258034
1381,"Greater Mumbai, India",08-Dec-13,Gold,Grocery,M,93823
1382,"Greater Mumbai, India",31-Dec-13,Platinum,Food,M,256335
1383,"Ahmedabad, India",12-Dec-14,Platinum,Fuel,M,43230
1384,"Greater Mumbai, India",08-Dec-13,Gold,Food,F,27156
1385,"Delhi, India",11-Aug-14,Platinum,Entertainment,M,263221
1386,"Delhi, India",15-Oct-13,Platinum,Grocery,M,137925
1387,"Greater Mumbai, India",07-Jan-14,Gold,Food,M,63211
1388,"Delhi, India",20-Jan-14,Gold,Grocery,M,54337
1389,"Delhi, India",14-Oct-13,Silver,Bills,M,185861
1390,"Greater Mumbai, India",06-May-15,Gold,Bills,F,92895
1391,"Greater Mumbai, India",02-Jul-14,Silver,Entertainment,F,225595
1392,"Delhi, India",28-Jan-14,Signature,Entertainment,F,114523
1393,"Greater Mumbai, India",10-Jan-15,Silver,Bills,M,67576
1394,"Delhi, India",15-Apr-15,Signature,Fuel,M,69333
1395,"Greater Mumbai, India",28-Aug-14,Silver,Grocery,F,124896
1396,"Bengaluru, India",08-Feb-14,Silver,Bills,F,92794
1397,"Greater Mumbai, India",08-Feb-14,Gold,Fuel,M,130982
1398,"Delhi, India",05-Apr-15,Signature,Grocery,M,116802
1399,"Greater Mumbai, India",16-Apr-15,Gold,Grocery,M,181921
1400,"Delhi, India",19-Jul-14,Signature,Bills,M,248399
1401,"Greater Mumbai, India",19-Feb-14,Silver,Entertainment,M,278038
1402,"Bengaluru, India",21-Oct-13,Gold,Fuel,F,150431
1403,"Ahmedabad, India",04-Jan-15,Silver,Grocery,F,69556
1404,"Bengaluru, India",03-Feb-15,Platinum,Bills,F,298870
1405,"Greater Mumbai, India",02-Jun-14,Gold,Grocery,F,4732
1406,"Bengaluru, India",13-Nov-14,Silver,Fuel,M,263803
1407,"Bengaluru, India",27-Sep-14,Silver,Bills,F,168736
1408,"Ahmedabad, India",19-Dec-13,Silver,Food,F,15694
1409,"Bengaluru, India",19-Mar-15,Silver,Bills,F,153334
1410,"Greater Mumbai, India",01-Dec-13,Gold,Entertainment,M,129822
1411,"Ahmedabad, India",21-May-14,Silver,Bills,F,216543
1412,"Delhi, India",06-Dec-14,Gold,Fuel,M,296286
1413,"Ahmedabad, India",07-Jan-14,Gold,Food,M,263785
1414,"Greater Mumbai, India",03-Mar-14,Signature,Food,F,149618
1415,"Greater Mumbai, India",20-Feb-15,Silver,Bills,M,229431
1416,"Bengaluru, India",27-Feb-14,Platinum,Grocery,M,148330
1417,"Bengaluru, India",15-Apr-14,Silver,Entertainment,M,249348
1418,"Greater Mumbai, India",06-May-14,Gold,Bills,M,169990
1419,"Bengaluru, India",30-Sep-14,Silver,Entertainment,M,109721
1420,"Bengaluru, India",14-Sep-14,Silver,Food,M,206115
1421,"Ahmedabad, India",25-Mar-15,Signature,Entertainment,M,115117
1422,"Ahmedabad, India",02-Apr-14,Platinum,Grocery,M,182098
1423,"Greater Mumbai, India",09-Jan-15,Gold,Fuel,M,292654
1424,"Delhi, India",20-Mar-14,Platinum,Food,M,99446
1425,"Bengaluru, India",10-Oct-14,Signature,Fuel,F,209564
1426,"Delhi, India",29-Oct-13,Signature,Bills,F,48176
1427,"Greater Mumbai, India",28-Nov-13,Platinum,Grocery,F,133180
1428,"Greater Mumbai, India",23-Apr-14,Platinum,Entertainment,M,46361
1429,"Ahmedabad, India",30-Jan-15,Silver,Grocery,F,94948
1430,"Ahmedabad, India",11-Jan-15,Signature,Food,M,39908
1431,"Ahmedabad, India",13-Jan-15,Platinum,Entertainment,M,37350
1432,"Bengaluru, India",02-Dec-14,Gold,Grocery,F,165928
1433,"Delhi, India",27-Nov-14,Silver,Grocery,F,125764
1434,"Delhi, India",25-Oct-13,Silver,Entertainment,M,233984
1435,"Greater Mumbai, India",23-Dec-13,Platinum,Entertainment,M,264802
1436,"Bengaluru, India",21-May-14,Silver,Fuel,F,140221
1437,"Delhi, India",18-Jan-14,Silver,Entertainment,M,293272
1438,"Greater Mumbai, India",26-Jul-14,Silver,Entertainment,M,179924
1439,"Greater Mumbai, India",21-Dec-14,Platinum,Food,M,152109
1440,"Greater Mumbai, India",11-Mar-14,Gold,Food,F,294381
1441,"Greater Mumbai, India",23-Jul-14,Silver,Fuel,M,110778
1442,"Delhi, India",04-Apr-15,Gold,Fuel,M,152157
1443,"Greater Mumbai, India",07-Feb-14,Silver,Food,M,182214
1444,"Greater Mumbai, India",06-Jul-14,Gold,Entertainment,M,108199
1445,"Greater Mumbai, India",05-Nov-13,Signature,Food,M,288390
1446,"Ahmedabad, India",27-Apr-15,Gold,Grocery,F,118176
1447,"Delhi, India",23-Mar-14,Silver,Food,M,204604
1448,"Delhi, India",06-Dec-13,Signature,Grocery,M,239209
1449,"Ahmedabad, India",29-Jan-15,Platinum,Bills,M,226908
1450,"Delhi, India",06-Jun-14,Platinum,Food,F,89742
1451,"Bengaluru, India",11-Apr-14,Signature,Entertainment,F,2469
1452,"Ahmedabad, India",24-Dec-13,Gold,Food,F,298250
1453,"Delhi, India",10-Feb-15,Platinum,Bills,M,143828
1454,"Ahmedabad, India",18-Feb-14,Platinum,Grocery,M,21337
1455,"Bengaluru, India",16-Oct-14,Signature,Entertainment,M,44937
1456,"Greater Mumbai, India",09-Feb-14,Silver,Bills,M,205380
1457,"Ahmedabad, India",21-May-14,Gold,Food,F,14277
1458,"Greater Mumbai, India",05-Nov-14,Gold,Bills,M,226017
1459,"Delhi, India",14-Oct-13,Signature,Bills,F,290065
1460,"Ahmedabad, India",30-Mar-15,Platinum,Grocery,M,93015
1461,"Greater Mumbai, India",03-Sep-14,Gold,Entertainment,F,133234
1462,"Delhi, India",24-Oct-14,Silver,Fuel,F,31694
1463,"Delhi, India",08-Oct-13,Signature,Bills,F,117144
1464,"Bengaluru, India",24-Mar-14,Signature,Entertainment,M,214433
1465,"Ahmedabad, India",04-Mar-14,Silver,Bills,F,250085
1466,"Ahmedabad, India",01-Dec-13,Signature,Food,F,237938
1467,"Greater Mumbai, India",18-Aug-14,Gold,Bills,M,169137
1468,"Bengaluru, India",20-Apr-14,Platinum,Fuel,M,27278
1469,"Delhi, India",07-Nov-13,Platinum,Bills,M,156518
1470,"Greater Mumbai, India",02-Dec-14,Silver,Food,F,184570
1471,"Greater Mumbai, India",14-May-14,Signature,Bills,M,207000
1472,"Bengaluru, India",16-Jul-14,Gold,Entertainment,F,106923
1473,"Bengaluru, India",04-Feb-15,Silver,Food,M,139427
1474,"Delhi, India",05-Jan-14,Signature,Grocery,M,274026
1475,"Bengaluru, India",07-Apr-14,Platinum,Fuel,M,105993
1476,"Delhi, India",09-Feb-14,Platinum,Bills,F,121012
1477,"Greater Mumbai, India",22-Jan-15,Signature,Bills,M,14334
1478,"Bengaluru, India",16-Dec-14,Platinum,Bills,F,286820
1479,"Ahmedabad, India",28-Sep-14,Signature,Grocery,M,231234
1480,"Delhi, India",26-Dec-13,Signature,Food,F,80059
1481,"Greater Mumbai, India",27-Feb-14,Gold,Fuel,F,16604
1482,"Greater Mumbai, India",26-Feb-15,Platinum,Food,M,219062
1483,"Ahmedabad, India",28-Sep-14,Silver,Food,M,18215
1484,"Bengaluru, India",14-Mar-15,Silver,Food,F,265386
1485,"Ahmedabad, India",05-May-14,Silver,Food,M,142417
1486,"Ahmedabad, India",24-Aug-14,Signature,Food,F,167931
1487,"Bengaluru, India",25-Oct-13,Gold,Grocery,F,271783
1488,"Bengaluru, India",14-Jan-15,Gold,Food,M,99507
1489,"Delhi, India",23-Mar-15,Platinum,Entertainment,M,231213
1490,"Bengaluru, India",26-Jun-14,Silver,Bills,F,188504
1491,"Greater Mumbai, India",21-Apr-15,Platinum,Bills,F,183125
1492,"Delhi, India",18-Dec-13,Silver,Grocery,F,146001
1493,"Ahmedabad, India",09-Jul-14,Silver,Grocery,M,258089
1494,"Greater Mumbai, India",03-Nov-13,Platinum,Entertainment,M,83076
1495,"Delhi, India",29-Nov-14,Silver,Food,M,151476
1496,"Bengaluru, India",23-Jan-15,Platinum,Food,M,173769
1497,"Greater Mumbai, India",10-Oct-14,Gold,Bills,F,104397
1498,"Delhi, India",22-Apr-14,Silver,Bills,M,156269
1499,"Bengaluru, India",14-Apr-15,Signature,Entertainment,M,257298
1500,"Ahmedabad, India",11-Oct-14,Gold,Grocery,M,218367
1501,"Delhi, India",16-Dec-14,Signature,Fuel,M,147691
1502,"Delhi, India",27-Jun-14,Gold,Food,M,262967
1503,"Bengaluru, India",03-May-14,Gold,Bills,F,51737
1504,"Greater Mumbai, India",17-Aug-14,Silver,Grocery,F,262366
1505,"Bengaluru, India",12-Oct-13,Silver,Fuel,M,260855
1506,"Delhi, India",22-Feb-15,Platinum,Bills,M,263045
1507,"Greater Mumbai, India",29-May-14,Gold,Fuel,M,126328
1508,"Delhi, India",23-Apr-14,Gold,Fuel,F,6513
1509,"Bengaluru, India",19-May-15,Silver,Food,M,165868
1510,"Delhi, India",03-Aug-14,Signature,Grocery,F,83353
1511,"Greater Mumbai, India",30-Apr-14,Gold,Bills,F,1056
1512,"Ahmedabad, India",31-Jan-14,Gold,Food,M,270988
1513,"Ahmedabad, India",03-May-14,Signature,Bills,M,38040
1514,"Delhi, India",24-Nov-14,Silver,Fuel,M,16049
1515,"Ahmedabad, India",20-Dec-13,Signature,Food,M,100310
1516,"Ahmedabad, India",31-Dec-13,Platinum,Fuel,F,227672
1517,"Delhi, India",14-May-15,Platinum,Entertainment,F,158767
1518,"Delhi, India",16-Oct-14,Signature,Fuel,M,288390
1519,"Bengaluru, India",06-Nov-14,Gold,Food,M,74125
1520,"Ahmedabad, India",01-Jun-14,Signature,Bills,M,36240
1521,"Delhi, India",09-May-15,Signature,Entertainment,F,119126
1522,"Delhi, India",12-Apr-14,Silver,Entertainment,M,84161
1523,"Bengaluru, India",02-Sep-14,Signature,Entertainment,F,94093
1524,"Bengaluru, India",12-Apr-14,Signature,Bills,F,84189
1525,"Bengaluru, India",18-Apr-15,Gold,Entertainment,M,156016
1526,"Ahmedabad, India",03-Nov-13,Gold,Grocery,F,178941
1527,"Ahmedabad, India",09-Apr-14,Platinum,Food,F,138852
1528,"Greater Mumbai, India",26-Nov-14,Gold,Entertainment,F,167149
1529,"Delhi, India",31-Dec-13,Silver,Bills,F,31202
1530,"Greater Mumbai, India",11-Jul-14,Gold,Fuel,F,177232
1531,"Ahmedabad, India",24-Feb-15,Gold,Fuel,F,93822
1532,"Greater Mumbai, India",29-Oct-13,Platinum,Grocery,M,124882
1533,"Delhi, India",21-Dec-14,Gold,Bills,F,59689
1534,"Delhi, India",02-Jul-14,Signature,Fuel,M,84127
1535,"Ahmedabad, India",01-Mar-14,Gold,Entertainment,F,211532
1536,"Delhi, India",21-Dec-14,Silver,Grocery,M,189659
1537,"Greater Mumbai, India",17-Apr-15,Silver,Fuel,M,119541
1538,"Bengaluru, India",07-Jan-14,Silver,Grocery,F,103709
1539,"Ahmedabad, India",22-Oct-14,Platinum,Grocery,F,178746
1540,"Ahmedabad, India",16-May-14,Gold,Fuel,F,111732
1541,"Ahmedabad, India",12-Mar-14,Silver,Grocery,F,261416
1542,"Greater Mumbai, India",08-Nov-14,Signature,Entertainment,M,165775
1543,"Bengaluru, India",19-Sep-14,Signature,Grocery,M,241039
1544,"Delhi, India",15-Apr-14,Silver,Bills,F,4467
1545,"Ahmedabad, India",14-Dec-13,Silver,Fuel,M,183722
1546,"Bengaluru, India",27-Feb-14,Signature,Grocery,M,132275
1547,"Delhi, India",06-Feb-14,Platinum,Bills,M,162517
1548,"Bengaluru, India",28-Oct-14,Platinum,Grocery,F,200238
1549,"Ahmedabad, India",08-Aug-14,Signature,Grocery,M,181311
1550,"Ahmedabad, India",24-Mar-14,Platinum,Entertainment,F,167964
1551,"Ahmedabad, India",26-Nov-14,Gold,Bills,F,24893
1552,"Delhi, India",15-Feb-15,Signature,Fuel,M,35233
1553,"Greater Mumbai, India",22-Oct-14,Platinum,Entertainment,M,79097
1554,"Bengaluru, India",23-Mar-15,Silver,Entertainment,M,274120
1555,"Bengaluru, India",15-Feb-14,Signature,Grocery,F,169003
1556,"Delhi, India",12-Apr-14,Silver,Bills,F,204842
1557,"Delhi, India",18-Feb-15,Gold,Food,M,69712
1558,"Greater Mumbai, India",29-Jan-15,Platinum,Entertainment,F,54937
1559,"Delhi, India",01-Feb-14,Silver,Fuel,F,263493
1560,"Bengaluru, India",31-Oct-14,Gold,Fuel,M,56533
1561,"Bengaluru, India",02-Apr-14,Gold,Food,M,268451
1562,"Ahmedabad, India",25-Apr-14,Signature,Food,F,88575
1563,"Bengaluru, India",17-Dec-14,Silver,Entertainment,M,164258
1564,"Delhi, India",24-Feb-15,Silver,Food,M,15121
1565,"Delhi, India",25-Apr-15,Signature,Bills,F,244345
1566,"Greater Mumbai, India",06-Jul-14,Signature,Grocery,F,179801
1567,"Bengaluru, India",31-Jan-14,Gold,Entertainment,F,254756
1568,"Ahmedabad, India",22-Apr-14,Silver,Food,F,38016
1569,"Delhi, India",14-Apr-14,Gold,Food,M,22473
1570,"Greater Mumbai, India",23-Jul-14,Signature,Entertainment,F,263260
1571,"Greater Mumbai, India",05-Nov-13,Gold,Bills,M,15314
1572,"Delhi, India",15-May-14,Silver,Entertainment,F,242764
1573,"Bengaluru, India",02-Dec-13,Silver,Entertainment,F,1074
1574,"Greater Mumbai, India",25-Dec-13,Silver,Entertainment,F,299602
1575,"Ahmedabad, India",11-Mar-15,Platinum,Fuel,M,131136
1576,"Delhi, India",01-Mar-15,Signature,Grocery,M,237429
1577,"Ahmedabad, India",25-May-14,Signature,Bills,F,189227
1578,"Bengaluru, India",23-Mar-14,Silver,Entertainment,M,285600
1579,"Delhi, India",11-Mar-14,Signature,Grocery,M,184864
1580,"Ahmedabad, India",03-Sep-14,Signature,Bills,F,169870
1581,"Ahmedabad, India",15-Sep-14,Platinum,Food,M,43023
1582,"Ahmedabad, India",07-Apr-15,Signature,Bills,M,112875
1583,"Ahmedabad, India",28-Jan-15,Gold,Fuel,F,259750
1584,"Greater Mumbai, India",23-Apr-14,Silver,Fuel,M,193861
1585,"Delhi, India",16-May-15,Platinum,Bills,F,130026
1586,"Delhi, India",10-May-14,Gold,Fuel,M,126162
1587,"Delhi, India",23-Oct-14,Silver,Fuel,F,106499
1588,"Bengaluru, India",17-Oct-14,Signature,Entertainment,F,240451
1589,"Bengaluru, India",29-Sep-14,Signature,Bills,M,25009
1590,"Delhi, India",05-Feb-14,Gold,Food,F,35383
1591,"Ahmedabad, India",23-Sep-14,Silver,Bills,F,260429
1592,"Bengaluru, India",29-Apr-14,Silver,Food,M,260176
1593,"Bengaluru, India",23-Mar-14,Platinum,Food,F,259357
1594,"Delhi, India",26-Jun-14,Gold,Entertainment,F,61646
1595,"Delhi, India",21-Dec-14,Platinum,Food,F,231143
1596,"Ahmedabad, India",22-Jan-14,Silver,Fuel,M,199098
1597,"Bengaluru, India",15-Aug-14,Platinum,Fuel,F,29472
1598,"Delhi, India",26-Mar-14,Signature,Grocery,F,288615
1599,"Ahmedabad, India",11-Oct-14,Silver,Fuel,M,47164
1600,"Delhi, India",20-Jan-14,Signature,Entertainment,M,94777
1601,"Bengaluru, India",04-Apr-14,Gold,Food,M,270008
1602,"Greater Mumbai, India",15-Oct-13,Platinum,Bills,M,229198
1603,"Ahmedabad, India",13-Jan-14,Platinum,Bills,M,59010
1604,"Bengaluru, India",20-May-14,Silver,Fuel,F,192017
1605,"Ahmedabad, India",06-Mar-14,Gold,Food,M,106653
1606,"Greater Mumbai, India",26-Nov-13,Signature,Food,M,28996
1607,"Greater Mumbai, India",26-Jul-14,Platinum,Food,F,184279
1608,"Greater Mumbai, India",26-May-15,Signature,Entertainment,F,28616
1609,"Ahmedabad, India",30-Mar-14,Signature,Entertainment,M,247876
1610,"Bengaluru, India",22-Jun-14,Signature,Entertainment,F,283678
1611,"Greater Mumbai, India",27-Oct-14,Platinum,Food,M,297657
1612,"Ahmedabad, India",21-Mar-15,Platinum,Food,F,125570
1613,"Greater Mumbai, India",26-Nov-13,Platinum,Bills,F,251563
1614,"Greater Mumbai, India",30-Aug-14,Gold,Fuel,M,104840
1615,"Ahmedabad, India",23-Nov-13,Platinum,Bills,M,202135
1616,"Delhi, India",22-Nov-14,Signature,Food,F,77711
1617,"Delhi, India",30-Dec-14,Gold,Bills,F,14863
1618,"Greater Mumbai, India",13-Dec-14,Silver,Grocery,M,288098
1619,"Bengaluru, India",20-Aug-14,Silver,Food,M,94600
1620,"Greater Mumbai, India",06-Oct-13,Silver,Entertainment,M,223491
1621,"Bengaluru, India",26-Mar-15,Silver,Food,M,204546
1622,"Bengaluru, India",05-Feb-14,Gold,Fuel,M,71739
1623,"Bengaluru, India",09-Feb-14,Gold,Food,F,236393
1624,"Greater Mumbai, India",23-Mar-15,Gold,Entertainment,F,148784
1625,"Bengaluru, India",15-Mar-15,Gold,Food,M,50734
1626,"Bengaluru, India",28-Feb-15,Gold,Bills,M,154059
1627,"Delhi, India",21-Feb-15,Gold,Bills,M,26140
1628,"Bengaluru, India",01-Feb-15,Gold,Bills,M,70524
1629,"Bengaluru, India",03-Apr-15,Platinum,Fuel,M,86861
1630,"Greater Mumbai, India",16-May-15,Signature,Entertainment,M,142768
1631,"Ahmedabad, India",30-Aug-14,Silver,Fuel,F,2927
